,ID,Year_Birth,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
1310,5147,1948,Graduation,Single,"$90,842.00 ",0,0,7/29/13,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,SP
2127,11114,1970,Graduation,Together,"$19,656.00 ",1,0,2/8/13,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,SP
2224,868,1966,Graduation,Married,"$44,794.00 ",0,1,6/8/14,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,SA
1005,8812,1979,2n Cycle,Divorced,"$13,533.00 ",1,0,3/10/13,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,SP
1422,8375,1968,PhD,Married,"$55,954.00 ",0,1,3/3/14,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,AUS
1453,3421,1968,Master,Divorced,"$63,841.00 ",0,1,4/21/13,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,AUS
983,10212,1986,Master,Together,"$42,386.00 ",1,0,1/13/13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,IND
842,6428,1950,PhD,Widow,"$76,842.00 ",0,0,5/3/14,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,SP
1045,1225,1963,Graduation,Married,"$80,124.00 ",0,0,6/26/14,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,SA
1960,4279,1963,2n Cycle,Single,"$39,548.00 ",1,1,3/31/14,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,SP
139,6770,1985,Graduation,Married,"$21,355.00 ",1,0,8/20/13,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,1,0,US
1235,6583,1955,2n Cycle,Married,"$72,635.00 ",0,0,6/3/13,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP
34,3068,1990,Graduation,Married,"$18,351.00 ",0,0,10/29/13,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,SP
708,9967,1974,Graduation,Divorced,"$53,034.00 ",1,1,5/30/13,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,US
376,10133,1970,Graduation,Single,"$93,790.00 ",0,0,2/12/14,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,1,0,CA
1373,10264,1979,Graduation,Divorced,"$15,287.00 ",1,0,10/10/12,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,SA
1580,5491,1951,Master,Together,"$47,352.00 ",0,1,4/11/13,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,AUS
2137,2532,1987,Master,Single,"$73,454.00 ",0,0,3/1/14,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,SP
930,4643,1973,Graduation,Married,"$27,803.00 ",1,0,8/26/12,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,0,AUS
936,437,1976,Master,Divorced,"$75,012.00 ",0,0,1/25/14,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,AUS
1446,2995,1957,Master,Together,"$66,636.00 ",0,0,8/17/13,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,SP
506,8773,1971,Master,Together,"$57,420.00 ",0,1,6/25/13,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,US
1382,2836,1972,PhD,Married,"$43,269.00 ",1,0,9/16/13,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,GER
1620,5545,1972,PhD,Married,"$78,075.00 ",0,0,4/5/14,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,SP
569,9972,1955,PhD,Together,"$46,015.00 ",1,1,4/13/14,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,SA
2226,1743,1974,Graduation,Single,"$69,719.00 ",0,0,5/26/14,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,SP
61,10623,1961,Master,Together,"$48,330.00 ",0,1,11/15/13,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,SP
1171,6354,1984,Graduation,Together,"$15,345.00 ",1,0,8/31/12,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,0,SP
1993,3136,1962,Master,Divorced,"$59,432.00 ",0,1,4/13/13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,SP
2125,3520,1990,Master,Single,"$91,172.00 ",0,0,3/27/13,94,162,28,818,0,28,56,0,4,3,7,3,1,0,1,1,1,1,0,CA
227,466,1944,Graduation,Married,"$65,275.00 ",0,0,4/3/13,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,SP
1751,10536,1971,PhD,Together,"$32,892.00 ",1,0,5/25/14,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,SP
958,5394,1979,Basic,Single,"$16,014.00 ",1,1,3/17/13,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,SP
526,2782,1961,PhD,Married,"$54,456.00 ",0,1,7/11/13,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,SP
92,10914,1970,Graduation,Single,"$24,163.00 ",1,1,10/12/13,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,SP
1276,4961,1974,Master,Together,"$21,255.00 ",1,0,1/21/14,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,SP
731,1503,1976,PhD,Together,"$162,397.00 ",1,1,6/3/13,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,SP
892,8523,1968,Graduation,Married,"$19,329.00 ",1,0,12/14/13,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,CA
2062,9197,1953,Graduation,Married,"$39,722.00 ",0,1,2/24/14,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,SP
1087,7966,1959,Graduation,Single,"$80,982.00 ",1,1,1/8/13,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,0,1,SP
2233,7829,1900,2n Cycle,Divorced,"$36,640.00 ",1,0,9/26/13,99,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,0,1,IND
2116,6534,1974,Graduation,Together,"$47,889.00 ",1,0,1/4/14,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,SA
36,2681,1984,2n Cycle,Married,"$65,370.00 ",0,0,8/1/13,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,SP
1687,9292,1952,Graduation,Married,"$81,795.00 ",0,0,10/26/12,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,SP
1366,6912,1967,PhD,Married,"$63,246.00 ",0,2,8/20/13,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,SP
684,615,1960,Graduation,Together,"$30,507.00 ",0,0,3/11/13,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,SP
1526,7462,1954,Graduation,Single,"$22,507.00 ",0,0,11/24/12,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,CA
838,7660,1973,PhD,Alone,"$35,860.00 ",1,1,5/19/14,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,1,0,CA
1330,5610,1965,Graduation,Together,"$33,456.00 ",1,1,4/21/14,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,IND
1385,3174,1959,Graduation,Together,"$87,771.00 ",0,1,5/22/13,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,0,SP
267,4186,1950,Graduation,Together,"$34,026.00 ",1,1,8/5/13,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,CA
2119,4501,1965,Master,Single,"$69,882.00 ",0,0,11/10/13,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,SP
223,8362,1982,PhD,Married,"$84,169.00 ",0,0,8/7/13,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,0,SA
1025,3969,1974,Master,Together,"$43,018.00 ",0,1,11/1/13,46,35,4,17,7,6,64,1,2,2,2,5,0,0,0,0,0,0,0,GER
1719,591,1957,Graduation,Widow,"$66,033.00 ",0,1,1/20/13,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,0,IND
2221,3846,1974,Graduation,Married,"$42,557.00 ",0,1,8/29/12,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,SP
1146,10556,1959,Graduation,Married,"$54,984.00 ",0,1,5/24/14,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,SP
891,5866,1974,Graduation,Together,"$48,186.00 ",1,0,3/20/14,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,SP
1451,4391,1968,Master,Divorced,"$63,841.00 ",0,1,4/21/13,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,SA
1821,7698,1976,PhD,Married,"$51,650.00 ",0,1,5/11/14,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,IND
1831,1655,1979,Graduation,Together,"$34,350.00 ",1,0,10/19/13,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,AUS
1642,6653,1970,PhD,Married,"$55,158.00 ",1,1,7/30/12,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,1,0,SP
813,590,1970,Master,Divorced,"$78,579.00 ",0,0,12/22/12,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,1,0,SP
152,8545,1954,Graduation,Divorced,"$85,683.00 ",0,0,3/21/14,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,1,0,SP
427,4712,1991,2n Cycle,Together,"$20,193.00 ",0,0,11/28/12,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,SP
587,5628,1982,Graduation,Together,"$61,416.00 ",0,0,2/8/13,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,US
1857,4385,1981,PhD,Single,"$36,038.00 ",1,0,5/31/13,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,SP
1166,8977,1985,Basic,Single,"$16,581.00 ",0,0,1/12/13,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,SP
42,1524,1983,2n Cycle,Single,"$81,698.00 ",0,0,3/1/13,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,1,0,SP
1855,983,1984,Graduation,Married,"$40,059.00 ",1,0,9/28/13,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,US
629,4207,1981,PhD,Married,"$87,171.00 ",0,0,5/1/13,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,SP
55,1857,1952,Graduation,Single,"$47,139.00 ",1,1,3/6/14,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,1,0,SP
2006,6974,1972,PhD,Together,"$83,443.00 ",0,0,12/31/13,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,GER
2190,8602,1964,Graduation,Divorced,"$69,932.00 ",0,1,6/12/13,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,SP
511,10560,1980,PhD,Single,"$36,802.00 ",1,0,6/16/14,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,SP
917,10219,1972,Graduation,Together,"$31,590.00 ",1,0,6/18/13,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,CA
522,5758,1982,Graduation,Married,"$65,169.00 ",0,0,1/14/14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,1,0,SP
311,9727,1957,Graduation,Married,"$23,539.00 ",0,0,2/28/14,13,4,24,11,16,1,25,1,2,0,4,6,0,0,0,0,0,0,0,CA
1049,6211,1976,PhD,Together,"$37,395.00 ",1,0,5/2/14,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,SP
1301,3340,1977,Graduation,Married,"$42,014.00 ",1,0,8/17/12,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,CA
812,3834,1962,Graduation,Single,"$69,627.00 ",0,1,3/17/13,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,US
1359,5300,1973,Master,Married,"$38,961.00 ",1,0,12/30/13,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,SP
538,2457,1975,Basic,Married,"$30,801.00 ",0,1,10/26/12,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,SP
1962,1137,1964,Graduation,Single,"$81,246.00 ",0,0,12/29/13,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,SP
657,3870,1978,2n Cycle,Together,"$63,855.00 ",0,0,2/9/13,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,GER
217,1515,1975,Master,Together,"$34,176.00 ",0,1,1/22/14,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,0,0,0,CA
825,6885,1977,Graduation,Divorced,"$32,952.00 ",1,0,12/1/13,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,CA
335,3698,1983,Graduation,Together,"$78,687.00 ",0,0,8/9/12,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,1,0,SP
551,1175,1983,Master,Married,"$36,262.00 ",0,0,9/20/13,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,1,0,SP
2031,4990,1954,Graduation,Married,"$59,111.00 ",0,0,5/2/13,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,AUS
1696,10735,1971,Graduation,Single,"$22,804.00 ",1,0,7/31/13,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,SA
1484,3081,1978,PhD,Married,"$41,014.00 ",1,0,4/22/13,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP
66,4405,1956,Master,Married,"$63,915.00 ",0,2,7/30/13,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,AUS
735,9396,1978,PhD,Married,"$37,717.00 ",1,0,11/23/12,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,SA
527,9432,1977,Graduation,Together,"$666,666.00 ",1,0,6/2/13,23,9,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,0,SA
2153,5589,1964,Graduation,Divorced,"$51,983.00 ",0,1,8/31/12,95,631,0,115,10,7,30,3,9,2,10,7,0,0,0,0,0,0,0,IND
140,2261,1969,Graduation,Married,"$26,304.00 ",1,0,6/23/13,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,GER
811,2570,1968,Graduation,Together,"$56,534.00 ",0,1,7/23/13,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,1,0,SP
5,7348,1958,PhD,Single,"$71,691.00 ",0,0,3/17/14,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,1,0,SP
58,10286,1962,Graduation,Married,"$83,715.00 ",0,0,2/3/14,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0,SA
1935,3194,1974,PhD,Single,"$71,466.00 ",0,0,4/5/14,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,CA
583,1456,1979,Graduation,Single,"$60,474.00 ",0,1,4/1/13,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,IND
2018,7892,1969,Graduation,Single,"$18,589.00 ",0,0,1/2/13,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,US
793,7034,1978,2n Cycle,Married,"$25,804.00 ",1,0,9/1/13,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,CA
1691,9937,1979,Graduation,Single,"$70,337.00 ",0,0,1/2/14,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,US
1103,3120,1981,Graduation,Together,"$38,547.00 ",1,0,8/28/13,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,0,1,CA
713,6798,1966,Graduation,Single,"$37,070.00 ",1,1,3/20/13,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SA
850,6658,1972,Graduation,Together,"$59,868.00 ",0,1,7/22/13,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,SP
1624,4368,1980,Graduation,Married,"$47,850.00 ",1,0,12/3/13,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,SP
1132,5552,1963,Master,Divorced,"$48,721.00 ",1,1,5/13/13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,SA
278,9860,1959,Graduation,Together,"$44,911.00 ",0,1,3/15/13,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,SP
1444,9606,1965,PhD,Married,"$69,969.00 ",0,0,8/27/13,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,1,0,SP
185,7408,1952,PhD,Married,"$54,549.00 ",0,1,3/3/14,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0,SA
988,4646,1951,2n Cycle,Married,"$78,497.00 ",0,0,12/1/13,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,CA
1689,6528,1982,Master,Together,"$18,492.00 ",1,0,6/5/14,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,SP
861,10591,1969,Graduation,Widow,"$43,638.00 ",0,1,8/6/12,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,SP
712,10383,1966,Graduation,Divorced,"$70,287.00 ",0,0,4/2/13,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,1,0,AUS
19,2795,1958,Master,Single,"$30,523.00 ",2,1,7/1/13,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,CA
1833,4328,1986,2n Cycle,Married,"$21,955.00 ",1,0,9/7/13,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,SP
716,10602,1983,Graduation,Married,"$39,922.00 ",1,0,2/14/13,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,IND
1801,9907,1969,Master,Together,"$66,476.00 ",0,1,12/4/13,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,GER
54,6398,1974,Basic,Married,"$18,393.00 ",1,0,3/29/14,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,SP
189,7284,1953,Graduation,Married,"$48,686.00 ",1,2,12/4/13,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SP
505,10430,1973,Graduation,Divorced,"$89,694.00 ",1,1,10/9/13,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,AUS
2145,2254,1983,Graduation,Married,"$69,520.00 ",0,0,7/7/13,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,0,AUS
64,4865,1974,Master,Divorced,"$53,367.00 ",1,1,8/31/13,2,229,7,140,10,3,11,7,5,1,8,7,0,0,0,0,0,1,0,AUS
1810,702,1975,2n Cycle,Widow,"$47,682.00 ",0,1,2/15/13,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,SP
1994,6991,1951,Graduation,Divorced,"$43,185.00 ",0,1,4/10/13,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,AUS
2141,4789,1953,Graduation,Together,"$80,812.00 ",0,0,9/17/13,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,IND
1807,6437,1985,2n Cycle,Single,"$41,473.00 ",1,0,6/19/13,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,SP
1074,1160,1970,Graduation,Married,"$13,260.00 ",1,1,8/23/13,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,SP
113,2130,1982,Graduation,Together,"$45,203.00 ",2,0,3/23/14,4,35,3,67,10,8,24,1,3,1,3,6,0,0,0,0,0,1,0,SA
1292,332,1957,Graduation,Married,"$47,743.00 ",0,1,3/22/13,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,SP
703,271,1969,Graduation,Widow,"$40,590.00 ",1,1,10/2/13,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,CA
1769,8427,1956,Master,Single,"$64,857.00 ",0,0,11/23/12,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,SP
82,4452,1957,Graduation,Single,"$50,388.00 ",0,1,5/28/14,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,1,0,GER
1794,8312,1961,Basic,Married,"$28,249.00 ",0,0,6/15/14,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,SP
2205,8070,1973,PhD,Married,"$54,222.00 ",0,1,3/1/14,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,SP
1892,2230,1970,PhD,Married,"$23,626.00 ",1,0,5/24/14,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,GER
1148,2891,1963,Graduation,Divorced,"$68,118.00 ",0,1,10/18/13,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,US
326,1650,1960,Master,Married,"$81,843.00 ",0,0,4/22/13,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,SP
1714,8414,1962,PhD,Single,"$33,419.00 ",0,1,8/17/13,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,SP
2212,3979,1983,PhD,Divorced,"$90,687.00 ",0,0,5/22/13,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,1,0,SP
1043,821,1992,Master,Single,"$92,859.00 ",0,0,10/19/12,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,CA
1654,4637,1954,PhD,Single,"$74,637.00 ",0,0,5/18/13,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,SA
1934,6488,1959,PhD,Married,"$38,829.00 ",0,1,4/6/14,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,GER
1284,1630,1979,Graduation,Single,"$61,825.00 ",0,1,8/7/13,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP
748,75,1982,2n Cycle,Together,"$41,039.00 ",0,0,7/25/13,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,US
1592,10680,1986,Graduation,Together,"$33,235.00 ",1,0,2/5/14,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,SP
122,7685,1978,Graduation,Married,"$33,039.00 ",1,0,9/9/13,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,SP
1503,0,1985,Graduation,Married,"$70,951.00 ",0,0,5/4/13,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,SA
214,1463,1958,Graduation,Single,"$45,160.00 ",1,1,3/29/14,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,AUS
2051,4754,1966,Master,Married,"$33,585.00 ",0,1,9/25/13,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,SP
1458,5150,1979,Basic,Single,"$20,194.00 ",1,0,12/17/12,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,SP
921,10790,1985,PhD,Married,"$18,169.00 ",1,0,2/19/13,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,SP
1867,5692,1989,Basic,Married,"$25,443.00 ",1,0,12/22/12,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,SA
1069,10652,1957,Master,Together,"$65,487.00 ",0,0,1/10/14,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,0,CA
2010,5455,1971,PhD,Married,"$32,011.00 ",1,0,8/22/13,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,SP
817,35,1987,Graduation,Married,"$25,545.00 ",1,0,9/8/12,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,1,0,SP
1826,5555,1975,Graduation,Divorced,"$153,924.00 ",0,0,2/7/14,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SP
298,7793,1976,Graduation,Together,"$62,061.00 ",0,1,8/31/13,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,SP
52,7264,1978,2n Cycle,Single,"$52,195.00 ",2,1,5/12/14,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SA
1704,2375,1972,Graduation,Together,"$30,261.00 ",1,2,9/25/12,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,SP
2009,7791,1967,Master,Married,"$37,054.00 ",1,1,9/15/13,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0,0,0,0,0,SA
360,7533,1964,Graduation,Married,"$49,096.00 ",1,1,9/24/13,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,CA
2134,5885,1973,2n Cycle,Married,"$35,688.00 ",2,1,8/22/12,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,CA
1246,2781,1981,Graduation,Single,"$72,066.00 ",0,0,6/23/14,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,SA
1109,9347,1956,Master,Together,"$50,943.00 ",0,1,6/21/13,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,SP
159,2711,1976,Master,Together,"$30,560.00 ",1,0,6/27/13,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,CA
1886,5185,1955,Graduation,Married,"$74,268.00 ",0,0,2/14/13,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0,SA
318,7600,1992,Basic,Single,"$15,253.00 ",1,0,10/28/13,13,1,3,3,8,1,13,2,1,0,3,7,0,0,0,0,0,0,0,CA
652,10736,1971,Graduation,Single,"$72,258.00 ",0,1,9/12/13,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,CA
1639,7247,1960,Graduation,Widow,"$47,916.00 ",0,1,11/22/12,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,GER
558,2807,1969,Graduation,Married,"$56,796.00 ",0,1,2/16/13,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,SP
190,9529,1990,Graduation,Married,"$73,687.00 ",0,0,11/28/13,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,1,0,SA
1963,5084,1975,Graduation,Widow,"$58,330.00 ",0,1,12/25/13,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,SP
717,3220,1983,Graduation,Married,"$39,922.00 ",1,0,2/14/13,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,GER
1524,5837,1967,Graduation,Married,"$51,479.00 ",1,1,12/28/12,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,SP
